Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Price,Variant Compare At Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Fabric & care (product.metafields.custom.fabric_care),Status
pull-on-jogger-pants,,,,,,,,3-6M,,Sage,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,,
pull-on-jogger-pants,,,,,,,,6-12M,,Sage,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,,
pull-on-jogger-pants,,,,,,,,12-18M,,Sage,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,,
pull-on-jogger-pants,,,,,,,,18-24M,,Sage,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,,
pull-on-jogger-pants,,,,,,,,0-3M,,Dusty Blue,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,,
pull-on-jogger-pants,,,,,,,,3-6M,,Dusty Blue,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,,
pull-on-jogger-pants,,,,,,,,6-12M,,Dusty Blue,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,,
pull-on-jogger-pants,,,,,,,,12-18M,,Dusty Blue,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,,
pull-on-jogger-pants,,,,,,,,18-24M,,Dusty Blue,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,,
knotted-baby-hat,Knotted Baby Hat,<p>A soft knotted beanie for the first months. Pairs with the Knotted Baby Gown.</p>,BabyAttire,Accessory,,TRUE,Size,Newborn,Color,Oat,12.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-oat.jpg,1,Knotted Baby Hat,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-oat.jpg,"100% organic cotton jersey.
Machine wash cold. Tumble dry low.",active
knotted-baby-hat,,,,,,,,0-3M,,Oat,12.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-blush.jpg,2,Knotted Baby Hat,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-oat.jpg,,
knotted-baby-hat,,,,,,,,Newborn,,Blush,12.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-sage.jpg,3,Knotted Baby Hat,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-blush.jpg,,
knotted-baby-hat,,,,,,,,0-3M,,Blush,12.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-blush.jpg,,
knotted-baby-hat,,,,,,,,Newborn,,Sage,12.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-sage.jpg,,
knotted-baby-hat,,,,,,,,0-3M,,Sage,12.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-hat-sage.jpg,,
scratch-mittens-2-pack,Scratch Mittens 2-Pack,<p>Two pairs of gentle mittens that keep newborns from scratching their faces.</p>,BabyAttire,Accessory,,TRUE,Size,Newborn,,,10.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/scratch-mittens-2-pack-cloud.jpg,1,Scratch Mittens 2-Pack,,"100% organic cotton.
Machine wash cold in a laundry bag. Tumble dry low.",active
scratch-mittens-2-pack,,,,,,,,0-3M,,,10.00,,deny,manual,TRUE,TRUE,,,,,,
muslin-bandana-bibs-3-pack,Muslin Bandana Bibs 3-Pack,<p>Absorbent muslin bibs for drool and teething. Two snap positions grow with your baby.</p>,BabyAttire,Accessory,new,TRUE,Size,One size,Color,Blush,18.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-bandana-bibs-3-pack-blush.jpg,1,Muslin Bandana Bibs 3-Pack,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-bandana-bibs-3-pack-blush.jpg,"100% cotton muslin, 4 layers.
Machine wash warm. Tumble dry low.",active
muslin-bandana-bibs-3-pack,,,,,,,,One size,,Sage,18.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-bandana-bibs-3-pack-sage.jpg,2,Muslin Bandana Bibs 3-Pack,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-bandana-bibs-3-pack-sage.jpg,,
grip-socks-3-pack,Grip Socks 3-Pack,<p>Non-slip grips for first steps and cruising around the furniture.</p>,BabyAttire,Accessory,,TRUE,Size,6-12M,,,14.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/grip-socks-3-pack-cloud.jpg,1,Grip Socks 3-Pack,,"80% cotton, 17% polyester, 3% spandex.
Machine wash cold. Tumble dry low.",active
grip-socks-3-pack,,,,,,,,12-18M,,,14.00,,deny,manual,TRUE,TRUE,,,,,,
grip-socks-3-pack,,,,,,,,18-24M,,,14.00,,deny,manual,TRUE,TRUE,,,,,,
welcome-home-gift-set,Welcome Home Newborn Gift Set,"<p>A knotted gown, matching hat, scratch mittens and a muslin swaddle, packed in a keepsake box with a gift card.</p>",BabyAttire,Gift set,badge:Gift ready,TRUE,Size,Newborn,Color,Oat,68.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-oat.jpg,1,Welcome Home Newborn Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-oat.jpg,"Organic cotton jersey and cotton muslin.
See each item's label for care.",active
welcome-home-gift-set,,,,,,,,0-3M,,Oat,68.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-blush.jpg,2,Welcome Home Newborn Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-oat.jpg,,
welcome-home-gift-set,,,,,,,,Newborn,,Blush,68.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-sage.jpg,3,Welcome Home Newborn Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-blush.jpg,,
welcome-home-gift-set,,,,,,,,0-3M,,Blush,68.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-blush.jpg,,
welcome-home-gift-set,,,,,,,,Newborn,,Sage,68.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-sage.jpg,,
welcome-home-gift-set,,,,,,,,0-3M,,Sage,68.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/welcome-home-gift-set-sage.jpg,,
cozy-nights-gift-set,Cozy Nights Gift Set,"<p>A zip-up footed sleeper, a muslin sleep sack and a knotted hat for dreamy bedtimes, in a keepsake box.</p>",BabyAttire,Gift set,badge:Gift ready,TRUE,Size,0-3M,Color,Dusty Blue,75.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-dusty-blue.jpg,1,Cozy Nights Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-dusty-blue.jpg,"Organic cotton and cotton muslin.
See each item's label for care.",active
cozy-nights-gift-set,,,,,,,,3-6M,,Dusty Blue,75.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-sage.jpg,2,Cozy Nights Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-dusty-blue.jpg,,
cozy-nights-gift-set,,,,,,,,6-12M,,Dusty Blue,75.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-dusty-blue.jpg,,
cozy-nights-gift-set,,,,,,,,0-3M,,Sage,75.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-sage.jpg,,
cozy-nights-gift-set,,,,,,,,3-6M,,Sage,75.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-sage.jpg,,
cozy-nights-gift-set,,,,,,,,6-12M,,Sage,75.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/cozy-nights-gift-set-sage.jpg,,
first-birthday-gift-set,First Birthday Gift Set,"<p>A linen-blend romper, grip socks and a bandana bib for the big day, in a keepsake box.</p>",BabyAttire,Gift set,"new, badge:Gift ready",TRUE,Size,12-18M,Color,Butter,72.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-butter.jpg,1,First Birthday Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-butter.jpg,"Linen-cotton blend, cotton and muslin.
See each item's label for care.",active
first-birthday-gift-set,,,,,,,,18-24M,,Butter,72.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-oat.jpg,2,First Birthday Gift Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-butter.jpg,,
first-birthday-gift-set,,,,,,,,12-18M,,Oat,72.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-oat.jpg,,
first-birthday-gift-set,,,,,,,,18-24M,,Oat,72.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/first-birthday-gift-set-oat.jpg,,
